avg_type,id,pos,points,sd_pts,dropoff,floor,ceiling,points_vor,floor_vor,ceiling_vor,rank,floor_rank,ceiling_rank,pos_rank,tier,pos_ecr.x,sd_ecr.x,pos_ecr.y,sd_ecr.y
robust,13598,QB,8.28,,0.239999999999998,8.28,8.28,-66.5651,-6.2084,-232.09354,585,499,585,52,14,,,,
robust,13124,QB,8.04,,0.380000000000001,8.04,8.04,-66.8051,-6.4484,-232.33354,586,568,587,53,14,,,,
robust,14057,QB,7.66,,0.1648,7.66,7.66,-67.1851,-6.8284,-232.71354,587,575,588,54,14,,,,
robust,16584,QB,7.4952,,0.6458,7.4952,7.4952,-67.3499,-6.9932,-232.87834,588,578,589,55,14,29.67,0.47,29.67,0.47
robust,16580,QB,6.8494,,0.7178,6.8494,6.8494,-67.9957,-7.639,-233.52414,589,580,590,56,15,34.67,0.47,34.67,0.47
robust,16159,QB,6.1316,,0.471600000000001,6.1316,6.1316,-68.7135,-8.3568,-234.24194,590,585,591,57,15,36,0,36,0
robust,15697,QB,5.66,,0.854000000000001,5.66,5.66,-69.1851,-8.8284,-234.71354,591,586,592,58,15,,,,
robust,11760,QB,4.806,5.5360284,0,1.4454,8.1666,-70.0391,-13.043,-232.20694,592,590,586,59,15,,,,
robust,13130,RB,84.38775,2.2787562,3.42425,15.1127,262.2896,52.315917668725,8.7549,155.6547,2,11,1,1,1,1,0,1,0
robust,13610,RB,80.9635,106.5047949,3.42325000000001,16.31065,145.61635,48.891667668725,9.95285000000001,38.98145,3,9,37,2,2,,,,
robust,13604,RB,77.54025,3.1179078,3.52425,10.0953,249.8688,45.468417668725,3.7375,143.2339,4,29,2,3,3,5,0,5,0
robust,15708,RB,74.016,0.0281693999999976,3.16175,12.2439,234.5961,41.944167668725,5.8861,127.9612,5,17,3,4,4,2.33,0.47,2.33,0.47
robust,14802,RB,70.85425,0.179394599999998,5.66300000000001,12.0371,223.6046,38.782417668725,5.6793,116.9697,7,19,4,5,5,5,1.41,5,1.41
robust,15710,RB,65.19125,3.6190266,1.0735,9.5051,206.4602,33.1194176687249,3.1473,99.8253,9,32,6,6,6,5.67,1.25,5.67,1.25
robust,12626,RB,64.11775,1.6545816,3.5465,10.6246,201.5929,32.045917668725,4.2668,94.958,10,26,7,7,7,9.33,4.03,9.33,4.03
robust,14073,RB,60.57125,1.1949756,1.78324999999999,10.3716,189.9297,28.4994176687249,4.0138,83.2948,11,27,10,8,8,16,0.82,16,0.82
robust,13131,RB,58.788,2.8525224,0.449750000000009,9.2604,184.7892,26.716167668725,2.9026,78.1543,14,39,11,9,8,9.33,0.47,9.33,0.47
robust,15253,RB,58.33825,0.0370650000000005,0.662750000000003,10.7035,182.1526,26.266417668725,4.3457,75.5177,15,24,12,10,9,9.67,0.47,9.67,0.47
robust,15749,RB,57.6755,3.0185736,0.789499999999997,9.0136,181.2646,25.6036676687249,2.6558,74.6297,16,42,13,11,9,14,1.41,14,1.41
robust,15715,RB,56.886,0.363237000000002,1.53925,9.4425,179.8863,24.814167668725,3.0847,73.2514,17,34,14,12,10,13,1.41,13,1.41
robust,15721,RB,55.34675,1.4811174,1.2435,9.3629,173.4662,23.274917668725,3.0051,66.8313,19,35,18,13,10,10.67,1.89,10.67,1.89
robust,15711,RB,54.10325,2.557485,1.895,9.4935,167.6046,22.0314176687249,3.1357,60.9697,21,33,21,14,11,11.33,0.47,11.33,0.47
robust,13146,RB,52.20825,2.7902532,1.66824999999999,7.3112,166.2305,20.1364176687249,0.9534,59.5956,25,76,22,15,12,17.67,0.94,17.67,0.94
robust,12447,RB,50.54,1.1460498,0.45000000000001,7.2153,162.0711,18.468167668725,0.8575,55.4362,27,79,24,16,12,22.33,2.05,22.33,2.05
robust,13132,RB,50.09,3.6738828,0.325999999999986,8.7158,154.0946,18.0181676687249,2.358,47.4597,28,47,30,17,12,20.67,5.44,20.67,5.44
robust,14071,RB,49.764,1.3387878,1.18275000000001,8.6403,155.3853,17.692167668725,2.2825,48.7504,30,51,27,18,13,19,1.41,19,1.41
robust,15714,RB,48.58125,2.5144896,0.920250000000003,6.8806,154.5607,16.509417668725,0.522800000000001,47.9258,32,90,29,19,13,21.67,1.7,21.67,1.7
robust,15254,RB,47.661,1.0052028,1.2415,8.0638,149.6374,15.5891676687249,1.706,43.0025,35,64,33,20,14,26,0.82,26,0.82
robust,13319,RB,46.4195,0.724991399999999,1.32425000000001,9.3489,142.0989,14.347667668725,2.9911,35.464,38,37,43,21,15,19.67,1.7,19.67,1.7
robust,14797,RB,45.09525,1.3298922,1.16775,8.9187,137.8626,13.0234176687249,2.5609,31.2277,41,43,49,22,15,22,0.82,22,0.82
robust,14085,RB,43.9275,1.1356716,0.426250000000003,7.4026,137.7892,11.8556676687249,1.0448,31.1543,44,73,50,23,15,24.33,1.25,24.33,1.25
robust,15716,RB,43.50125,4.5723384,0.0562499999999986,4.5874,140.2363,11.4294176687249,-1.7704,33.6014,47,203,46,24,15,31,2.83,31,2.83
robust,15259,RB,43.445,0.727956599999997,1.416,8.5151,133.5557,11.3731676687249,2.1573,26.9208,49,53,56,25,16,20.67,1.7,20.67,1.7
robust,14798,RB,42.029,1.1282586,2.58275,4.8741,137.5359,9.95716766872495,-1.4837,30.901,56,195,51,26,17,31.33,0.94,31.33,0.94
robust,15256,RB,39.44625,1.7880156,0.256750000000011,7.1116,121.7797,7.37441766872495,0.753800000000001,15.1448,65,83,71,27,17,30,1.41,30,1.41
robust,14080,RB,39.1895,1.5226302,0.0764999999999958,7.7707,119.3995,7.11766766872494,1.4129,12.7646,66,66,75,28,17,28.33,0.47,28.33,0.47
robust,13850,RB,39.113,5.3551512,1.45549999999999,4.9372,122.7688,7.04116766872495,-1.4206,16.1339,67,191,70,29,18,30,3.27,30,3.27
robust,13404,RB,37.6575,6.2091288,0.433000000000007,3.2368,121.1206,5.58566766872495,-3.121,14.4857,76,255,72,30,18,36.33,0.47,36.33,0.47
robust,15742,RB,37.2245,2.8673484,0.0847499999999997,5.5034,116.9144,5.15266766872495,-0.854399999999999,10.2795,77,165,79,31,18,28.67,2.36,28.67,2.36
robust,14800,RB,37.13975,0.149742600000001,1.42,2.8291,126.202,5.06791766872495,-3.5287,19.5671,78,278,64,32,19,50,1.41,50,1.41
robust,15713,RB,35.71975,5.5864368,1.55975,6.3578,106.6349,3.64791766872494,0,0,84,103,103,33,20,37.67,0.47,37.67,0.47
robust,14823,RB,34.16,1.1771844,2.08816766872494,1.7634,117.2478,2.08816766872494,-4.5944,10.6129,90,343,78,34,21,41,1.41,41,1.41
robust,13134,RB,32.0718323312751,1.99509134260643,2.05483233127505,-0.000103607409814604,113.5211,0,-6.35790360740981,6.88619999999999,103,536,88,35,22,48.67,5.79,48.67,5.79
robust,15712,RB,30.017,2.0222664,0.0622499999999988,3.9164,95.9144,-2.05483233127505,-2.4414,-10.7205,119,232,126,36,22,43.67,1.25,43.67,1.25
robust,12625,RB,29.95475,3.684261,1.37625,5.9315,88.8368,-2.11708233127505,-0.4263,-17.7981,120,135,145,37,23,32,1.41,32,1.41
robust,15261,RB,28.5785,2.157183,0.117250000000002,5.8135,85.6723,-3.49333233127505,-0.5443,-20.9626,137,144,157,38,23,41,2.16,41,2.16
robust,15723,RB,28.46125,0.3662022,1.87825,4.6417,90.0364,-3.61058233127505,-1.7161,-16.5985,139,201,140,39,23,52.67,0.47,52.67,0.47
robust,14852,RB,26.583,2.038575,1.61024999999999,2.9315,86.0969,-5.48883233127506,-3.4263,-20.538,156,273,156,40,24,45.33,2.36,45.33,2.36
robust,15271,RB,24.97275,3.6205092,0.772750000000002,2.3132,80.3711,-7.09908233127505,-4.0446,-26.2638,172,301,173,41,25,55.33,1.89,55.33,1.89
robust,15733,RB,24.2,,0.951250000000002,24.2,24.2,-7.87183233127505,17.8422,-82.4349,176,4,273,42,25,80.5,0.5,80.5,0.5
robust,14803,RB,23.24875,3.3402978,0.524750000000001,-1.4117,84.1216,-8.82308233127505,-7.7695,-22.5133,188,582,162,43,25,59.33,6.02,59.33,6.02
robust,15255,RB,22.724,4.6657422,1.01752027027027,-0.5513,78.7081,-9.34783233127505,-6.9091,-27.9268,190,577,177,44,26,63.67,4.99,63.67,4.99
robust,15263,RB,21.7064797297297,3.57300589459459,0.860479729729729,1.94299594594595,69.6211959459459,-10.3653526015453,-4.41480405405405,-37.0137040540541,198,329,196,45,26,47.67,2.05,47.67,2.05
robust,11367,RB,20.846,30.0285804,0.787500000000001,2.6174,39.0746,-11.2258323312751,-3.7404,-67.5603,203,284,240,46,27,,,,
robust,14319,RB,20.0585,42.7604079,0.0443465250965218,-5.89885,46.01585,-12.0133323312751,-12.25665,-60.61905,209,589,233,47,27,,,,
robust,14079,RB,20.0141534749035,4.41575523243243,0.323403474903476,1.86445250965251,62.9145,-12.0576788563716,-4.49334749034749,-43.7204,211,336,211,48,27,53.33,3.09,53.33,3.09
robust,14223,RB,19.69075,3.0363648,1.89175,1.9938,62.7537,-12.3810823312751,-4.364,-43.8812,214,324,212,49,28,56,1.63,56,1.63
robust,12155,RB,17.799,25.6504626,0.528011467889908,2.2281,33.3699,-14.2728323312751,-4.1297,-73.265,221,304,256,50,28,,,,
robust,14805,RB,17.2709885321101,2.20385089541284,0.668488532110093,2.08564770642202,54.612347706422,-14.800843799165,-4.27215229357798,-52.022552293578,227,317,223,51,28,57.67,1.89,57.67,1.89
robust,15726,RB,16.6025,24.3109335,0.779207100591714,1.84475,31.36025,-15.4693323312751,-4.51305,-75.27465,233,339,265,52,29,83,1,83,1
robust,13726,RB,15.8232928994083,1.32186510532544,0.341484537038944,1.15915857988166,52.6661585798817,-16.2485394318668,-5.19864142011834,-53.9687414201184,235,377,227,53,29,91.5,1.5,91.5,1.5
robust,13139,RB,15.4818083623693,1.63940948780488,0.625808362369341,0.215810104529617,53.5811,-16.5900239689057,-6.14198989547038,-53.0538,239,480,225,54,29,51.67,1.25,51.67,1.25
robust,14086,RB,14.856,2.9044134,0.17,-5.4021,64.7061,-17.2158323312751,-11.7599,-41.9288,246,588,207,55,29,68.33,3.77,68.33,3.77
robust,16161,RB,14.686,,0.0365000000000002,14.686,14.686,-17.3858323312751,8.3282,-91.9489,248,12,323,56,29,2.67,0.47,2.67,0.47
robust,15972,RB,14.6495,20.9795313,0.1495,1.91405,27.38495,-17.4223323312751,-4.44375,-79.24995,249,333,267,57,29,88,1,88,1
robust,15960,RB,14.5,,0.382,14.5,14.5,-17.5718323312751,8.1422,-92.1349,250,14,324,58,29,,,,
robust,13143,RB,14.118,20.7297132,0.397,1.5342,26.7018,-17.9538323312751,-4.8236,-79.9331,254,350,269,59,30,,,,
robust,13622,RB,13.721,19.0944054,0.0173044554455419,2.1299,25.3121,-18.3508323312751,-4.2279,-81.3228,255,314,271,60,30,,,,
robust,15717,RB,13.7036955445545,0.941289528712871,0.719695544554458,3.27848910891089,39.8949891089109,-18.3681367867206,-3.07931089108911,-66.7399108910891,256,251,239,61,30,62,0.82,62,0.82
robust,16162,RB,12.984,,0.375,12.984,12.984,-19.0878323312751,6.6262,-93.6509,264,15,325,62,30,7.33,0.94,7.33,0.94
robust,16167,RB,12.609,,0.28425,12.609,12.609,-19.4628323312751,6.2512,-94.0259,266,16,326,63,30,15,0.82,15,0.82
robust,13133,RB,12.32475,2.1482874,0.450749999999999,-8.3881,64.0916,-19.7470823312751,-14.7459,-42.5433,270,591,208,64,31,80.67,4.19,80.67,4.19
robust,14017,RB,11.874,15.9023676,0.9765,2.2206,21.5274,-20.1978323312751,-4.1372,-85.1075,273,306,277,65,31,90.5,4.5,90.5,4.5
robust,15730,RB,10.8975,15.8675265,1.22914240506329,1.26525,20.52975,-21.1743323312751,-5.09255,-86.10515,275,367,280,66,32,,,,
robust,15257,RB,9.66835759493671,1.48736684050633,1.43535759493671,0.889321518987342,31.0492215189873,-22.4034747363383,-5.46847848101266,-75.5856784810127,277,413,266,67,32,72.67,1.7,72.67,1.7
robust,16181,RB,8.233,,0.741000000000001,8.233,8.233,-23.8388323312751,1.8752,-98.4019,282,60,327,68,33,33,1.41,33,1.41
robust,16165,RB,7.492,,0.739661262798634,7.492,7.492,-24.5798323312751,1.1342,-99.1429,285,71,329,69,33,35.33,1.7,35.33,1.7
robust,11225,RB,6.75233873720137,0.041775923549488,0.309388737201366,1.83381774744027,19.4999177474403,-25.3194935940737,-4.52398225255973,-87.1349822525597,288,340,286,70,33,94,0,94,0
robust,15258,RB,6.44295,1.63886604,0.0429499999999994,0.49754,20.30924,-25.6288823312751,-5.86026,-86.32566,289,436,282,71,33,95,3,95,3
robust,16593,RB,6.4,,0.0195147058823526,6.4,6.4,-25.6718323312751,0.0422000000000002,-100.2349,290,101,330,72,33,39.67,0.94,39.67,0.94
robust,15709,RB,6.38048529411765,1.57521889411765,0.0425740037950666,0.30524705882353,20.6461470588235,-25.6913470371574,-6.05255294117647,-85.9887529411765,291,462,279,73,33,,,,
robust,14727,RB,6.33791129032258,1.94564945806452,0.774911290322581,0.340232258064516,20.0421322580645,-25.7339210409525,-6.01756774193548,-86.5927677419355,292,456,283,74,34,,,,
robust,16594,RB,5.563,,0.254,5.563,5.563,-26.5088323312751,-0.7948,-101.0719,296,161,332,75,34,36.67,2.36,36.67,2.36
robust,16169,RB,5.309,,0.422,5.309,5.309,-26.7628323312751,-1.0488,-101.3259,298,177,333,76,34,42,2.16,42,2.16
robust,16390,RB,4.887,,0.634,4.887,4.887,-27.1848323312751,-1.4708,-101.7479,305,193,335,77,34,46,0.82,46,0.82
robust,16604,RB,4.253,,0.339,4.253,4.253,-27.8188323312751,-2.1048,-102.3819,312,211,337,78,34,63.33,2.49,63.33,2.49
robust,16757,RB,3.914,,0.216,3.914,3.914,-28.1578323312751,-2.4438,-102.7209,337,233,338,79,34,60.67,0.47,60.67,0.47
robust,16164,RB,3.698,,0.175,3.698,3.698,-28.3738323312751,-2.6598,-102.9369,339,243,341,80,34,59.67,2.05,59.67,2.05
robust,16598,RB,3.523,,0.016,3.523,3.523,-28.5488323312751,-2.8348,-103.1119,340,246,344,81,34,67,2.94,67,2.94
robust,16603,RB,3.507,,0.279,3.507,3.507,-28.5648323312751,-2.8508,-103.1279,341,247,345,82,35,50.33,6.34,50.33,6.34
robust,16178,RB,3.228,,0.0089999999999999,3.228,3.228,-28.8438323312751,-3.1298,-103.4069,345,256,347,83,35,,,,
robust,16175,RB,3.219,,0.0230000000000001,3.219,3.219,-28.8528323312751,-3.1388,-103.4159,346,257,348,84,35,51,4.08,51,4.08
robust,16747,RB,3.196,,0.0680000000000001,3.196,3.196,-28.8758323312751,-3.1618,-103.4389,348,258,350,85,35,65.67,1.25,65.67,1.25
robust,16171,RB,3.128,,0.0590000000000002,3.128,3.128,-28.9438323312751,-3.2298,-103.5069,349,261,351,86,35,56.67,6.6,56.67,6.6
robust,16596,RB,3.069,,0.457,3.069,3.069,-29.0028323312751,-3.2888,-103.5659,350,266,352,87,35,73,1,73,1
robust,16601,RB,2.612,,0.097,2.612,2.612,-29.4598323312751,-3.7458,-104.0229,353,285,353,88,35,68,1.63,68,1.63
robust,16613,RB,2.515,,0.0429999999999997,2.515,2.515,-29.5568323312751,-3.8428,-104.1199,354,289,354,89,35,75,1.63,75,1.63
robust,16595,RB,2.472,,0.471,2.472,2.472,-29.5998323312751,-3.8858,-104.1629,355,292,355,90,35,69.67,1.7,69.67,1.7
robust,13617,RB,2.001,,0.4145,2.001,2.001,-30.0708323312751,-4.3568,-104.6339,358,322,360,91,35,78,0,78,0
robust,14095,RB,1.5865,1.4433111,0.2805,0.71035,2.46265,-30.4853323312751,-5.64745,-104.17225,361,421,356,92,36,89,1,89,1
robust,15719,RB,1.306,1.55673,0.111,0.361,2.251,-30.7658323312751,-5.9968,-104.3839,362,452,358,93,36,,,,
robust,16380,RB,1.195,,0.0730000000000002,1.195,1.195,-30.8768323312751,-5.1628,-105.4399,364,372,367,94,36,,,,
robust,16180,RB,1.122,,0.089,1.122,1.122,-30.9498323312751,-5.2358,-105.5129,366,379,368,95,36,70.67,1.7,70.67,1.7
robust,16173,RB,1.033,,0.0926238532110091,1.033,1.033,-31.0388323312751,-5.3248,-105.6019,367,390,370,96,36,76.33,2.05,76.33,2.05
robust,14799,RB,0.940376146788991,0.901978475229358,0.0313761467889908,0.392837614678899,1.48791467889908,-31.1314561844861,-5.9649623853211,-105.146985321101,368,450,364,97,36,,,,
robust,16610,RB,0.909,,0.2582,0.909,0.909,-31.1628323312751,-5.4488,-105.7259,369,410,371,98,36,57.67,5.73,57.67,5.73
robust,13148,RB,0.6508,0.65353008,0.0938,0.25408,1.04752,-31.4210323312751,-6.10372,-105.58738,372,471,369,99,36,,,,
robust,15414,RB,0.557,,0.02,0.557,0.557,-31.5148323312751,-5.8008,-106.0779,373,428,376,100,36,,,,
robust,14331,RB,0.537,,0.037,0.537,0.537,-31.5348323312751,-5.8208,-106.0979,374,430,377,101,36,75,2,75,2
robust,14821,RB,0.5,,0.0439999999999999,0.5,0.5,-31.5718323312751,-5.8578,-106.1349,376,435,378,102,36,,,,
robust,16391,RB,0.456,,0.0270000000000001,0.456,0.456,-31.6158323312751,-5.9018,-106.1789,378,439,379,103,36,,,,
robust,16166,RB,0.429,,0.014,0.429,0.429,-31.6428323312751,-5.9288,-106.2059,379,441,380,104,36,,,,
robust,14076,RB,0.415,,0.00499999999999995,0.415,0.415,-31.6568323312751,-5.9428,-106.2199,380,444,381,105,36,,,,
robust,15734,RB,0.41,,0.002,0.41,0.41,-31.6618323312751,-5.9478,-106.2249,381,445,382,106,36,,,,
robust,16168,RB,0.408,,0.005,0.408,0.408,-31.6638323312751,-5.9498,-106.2269,383,446,383,107,36,82,1,82,1
robust,15462,RB,0.403,,0.002,0.403,0.403,-31.6688323312751,-5.9548,-106.2319,384,447,384,108,36,,,,
robust,16176,RB,0.401,,0.073,0.401,0.401,-31.6708323312751,-5.9568,-106.2339,385,448,385,109,36,82,2,82,2
robust,13378,RB,0.328,,0.00700000000000001,0.328,0.328,-31.7438323312751,-6.0298,-106.3069,387,457,387,110,36,,,,
robust,15454,RB,0.321,,0.002,0.321,0.321,-31.7508323312751,-6.0368,-106.3139,388,459,388,111,36,,,,
robust,15103,RB,0.319,,0.035,0.319,0.319,-31.7528323312751,-6.0388,-106.3159,389,460,389,112,36,,,,
robust,15054,RB,0.284,,0.024,0.284,0.284,-31.7878323312751,-6.0738,-106.3509,390,464,390,113,36,96,0,96,0
robust,12325,RB,0.26,,0.00700000000000001,0.26,0.26,-31.8118323312751,-6.0978,-106.3749,391,468,391,114,36,,,,
robust,15276,RB,0.253,,0.003,0.253,0.253,-31.8188323312751,-6.1048,-106.3819,392,472,392,115,36,,,,
robust,14815,RB,0.25,,0.004,0.25,0.25,-31.8218323312751,-6.1078,-106.3849,393,473,393,116,36,89.5,1.5,89.5,1.5
robust,13838,RB,0.246,,0.01,0.246,0.246,-31.8258323312751,-6.1118,-106.3889,394,474,394,117,36,,,,
robust,15729,RB,0.236,,0.019,0.236,0.236,-31.8358323312751,-6.1218,-106.3989,395,475,395,118,36,,,,
robust,14808,RB,0.217,,0.001,0.217,0.217,-31.8548323312751,-6.1408,-106.4179,396,478,396,119,36,,,,
robust,13814,RB,0.216,,0.00400000000000003,0.216,0.216,-31.8558323312751,-6.1418,-106.4189,397,479,397,120,36,,,,
robust,14083,RB,0.212,,0.000999999999999973,0.212,0.212,-31.8598323312751,-6.1458,-106.4229,398,481,398,121,36,,,,
robust,14827,RB,0.211,,0.004,0.211,0.211,-31.8608323312751,-6.1468,-106.4239,399,483,399,122,36,,,,
robust,14420,RB,0.207,,0.002,0.207,0.207,-31.8648323312751,-6.1508,-106.4279,400,484,400,123,36,,,,
robust,16163,RB,0.207,,0,0.207,0.207,-31.8648323312751,-6.1508,-106.4279,400,484,400,123,36,,,,
robust,15275,RB,0.205,,0.001,0.205,0.205,-31.8668323312751,-6.1528,-106.4299,401,485,401,124,36,,,,
robust,15738,RB,0.204,,0.002,0.204,0.204,-31.8678323312751,-6.1538,-106.4309,402,486,402,125,36,,,,
robust,15480,RB,0.202,,0.001,0.202,0.202,-31.8698323312751,-6.1558,-106.4329,403,487,403,126,36,,,,
robust,15725,RB,0.202,,0,0.202,0.202,-31.8698323312751,-6.1558,-106.4329,403,487,403,126,36,,,,
robust,15727,RB,0.202,,0,0.202,0.202,-31.8698323312751,-6.1558,-106.4329,403,487,403,126,36,,,,
robust,16387,RB,0.202,,0,0.202,0.202,-31.8698323312751,-6.1558,-106.4329,403,487,403,126,36,,,,
robust,15262,RB,0.201,,0.001,0.201,0.201,-31.8708323312751,-6.1568,-106.4339,404,488,404,127,36,,,,
robust,16409,RB,0.201,,0,0.201,0.201,-31.8708323312751,-6.1568,-106.4339,404,488,404,127,36,,,,
robust,16432,RB,0.201,,0,0.201,0.201,-31.8708323312751,-6.1568,-106.4339,404,488,404,127,36,92,3,92,3
robust,14552,RB,0.2,,0.001,0.2,0.2,-31.8718323312751,-6.1578,-106.4349,405,489,405,128,36,,,,
robust,13619,RB,0.199,,0.001,0.199,0.199,-31.8728323312751,-6.1588,-106.4359,406,490,406,129,36,,,,
robust,14811,RB,0.199,,0,0.199,0.199,-31.8728323312751,-6.1588,-106.4359,406,490,406,129,36,,,,
robust,13455,RB,0.198,,0.003,0.198,0.198,-31.8738323312751,-6.1598,-106.4369,407,491,407,130,36,,,,
robust,15650,RB,0.195,,0.002,0.195,0.195,-31.8768323312751,-6.1628,-106.4399,408,492,408,131,36,,,,
robust,14813,RB,0.193,,0.002,0.193,0.193,-31.8788323312751,-6.1648,-106.4419,409,494,409,132,36,,,,
robust,14817,RB,0.191,,0.044,0.191,0.191,-31.8808323312751,-6.1668,-106.4439,410,495,410,133,36,,,,
robust,15965,RB,0.147,,0.004,0.147,0.147,-31.9248323312751,-6.2108,-106.4879,411,501,412,134,36,,,,
robust,15720,RB,0.143,,0.001,0.143,0.143,-31.9288323312751,-6.2148,-106.4919,412,506,413,135,36,,,,
robust,12923,RB,0.142,,0.005,0.142,0.142,-31.9298323312751,-6.2158,-106.4929,413,507,414,136,36,,,,
robust,14807,RB,0.137,,0.001,0.137,0.137,-31.9348323312751,-6.2208,-106.4979,414,509,415,137,36,,,,
robust,16174,RB,0.136,,0.002,0.136,0.136,-31.9358323312751,-6.2218,-106.4989,415,510,416,138,36,79.5,3.5,79.5,3.5
robust,15746,RB,0.134,,0.001,0.134,0.134,-31.9378323312751,-6.2238,-106.5009,416,512,417,139,36,,,,
robust,16385,RB,0.134,,0,0.134,0.134,-31.9378323312751,-6.2238,-106.5009,416,512,417,139,36,96,3,96,3
robust,14081,RB,0.133,,0.05,0.133,0.133,-31.9388323312751,-6.2248,-106.5019,417,513,418,140,36,,,,
robust,15973,RB,0.083,,0.00199999999999999,0.083,0.083,-31.9888323312751,-6.2748,-106.5519,418,519,419,141,36,,,,
robust,13868,RB,0.081,,0,0.081,0.081,-31.9908323312751,-6.2768,-106.5539,419,520,420,142,36,,,,
robust,14832,WR,119.5835,164.1482829,55.67364,19.93865,219.22835,83.81925,13.35505,109.28935,1,5,5,1,1,4,0.82,4,0.82
robust,12801,WR,63.90986,0.267698255999997,5.80729373493976,12.277496,197.894,28.14561,5.693896,87.955,12,18,8,2,2,1,0,1,0
robust,15287,WR,58.1025662650603,0.350983221686746,0.691816265060247,10.1359385542169,182.4749,22.3383162650602,3.55233855421687,72.5359,20,30,15,3,3,3.33,1.25,3.33,1.25
robust,14836,WR,57.41075,1.0259592,0.603704545454541,10.1222,179.3645,21.6465,3.5386,69.4255,22,31,16,4,3,4.33,0.47,4.33,0.47
robust,15281,WR,56.8070454545455,0.957490036363639,1.60054545454546,11.5767636363636,173.4758,21.0427954545455,4.99316363636364,63.5368,23,21,19,5,4,2.33,0.47,2.33,0.47
robust,14104,WR,55.2065,4.5649254,3.36064772727273,8.2639,172.8235,19.44225,1.6803,62.8845,26,65,20,6,5,6,0,6,0
robust,15290,WR,51.8458522727273,1.90156928181818,0.418102272727275,9.06766818181818,161.2222,16.0816022727273,2.48406818181818,51.2832,33,44,26,7,6,19.67,3.09,19.67,3.09
robust,14136,WR,51.42775,5.1505524,1.47475,7.2684,161.2395,15.6635,0.684799999999999,51.3005,34,86,25,8,7,12,3.56,12,3.56
robust,11671,WR,49.953,0.0533735999999994,1.15575,9.3836,155.3816,14.18875,2.8,45.4426,39,41,31,9,8,8.33,0.47,8.33,0.47
robust,13635,WR,48.79725,6.8525772,0.502499999999991,7.7772,148.7937,13.033,1.1936,38.8547,40,69,38,10,9,23.33,1.25,23.33,1.25
robust,11675,WR,48.29475,0.8510124,0.535500000000006,8.4344,151.1051,12.5305,1.8508,41.1661,42,61,34,11,9,12,1.41,12,1.41
robust,14840,WR,47.75925,4.8718236,0.500804347826097,6.5836,150.0841,11.995,0,40.1451,43,103,35,12,10,14,2.83,14,2.83
robust,13164,WR,47.2584456521739,1.00700770434782,0.0174456521739046,9.55970434782609,144.2971,11.4941956521739,2.97610434782609,34.3581,45,38,45,13,10,29,1.63,29,1.63
robust,15754,WR,47.241,0.274280999999998,0.0819999999999936,9.0165,146.3583,11.47675,2.4329,36.4193,46,45,42,14,10,13.67,2.05,13.67,2.05
robust,14102,WR,47.159,0.569318399999998,0.137250000000002,8.5944,146.874,11.39475,2.0108,36.935,48,56,41,15,10,17.33,1.7,17.33,1.7
